ORGANIZATION,CITY,STATE,AWARDS,FUNDING,YEAR
"BETA CAT PHARMACEUTICALS, INC.",HOUSTON,TX,1,299974,2018
"BETAH ASSOCIATES, INC.",BETHESDA,MD,3,205275,2018
BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,MA,240,128148819,2018
BETHUNE-COOKMAN COLLEGE,DAYTONA BEACH,FL,1,94750,2018
"BILLIONTOONE, INC.",PALO ALTO,CA,1,224227,2018
"BINNACLE BIOSCIENCES, LLC",CLEVELAND,OH,1,782613,2018
"BIOANALYTICAL SYSTEMS, INC. (BASI)",WEST LAFAYETTE,IN,1,149999,2018
"BIOAXONE BIOSCIENCES, INC.",CAMBRIDGE,MA,2,1283527,2018
"BIOCREDE, INC.",ANN ARBOR,MI,1,760088,2018
"BIOCRYST PHARMACEUTICALS, INC.",DURHAM,NC,1,3557707,2018
"BIODTECH, INC.",BIRMINGHAM,AL,1,477786,2018
"BIOFIRE DEFENSE, LLC.",SALT LAKE CITY,UT,1,4250127,2018
"BIOFIRE DIAGNOSTICS, LLC",SALT LAKE CITY,UT,1,1203182,2018
"BIOFLUIDICA, INC",CHAPEL HILL,NC,4,1586525,2018
BIOINVENU CORPORATION,EAST HANOVER,NJ,1,766778,2018
"BIOINVISION, INC.",CLEVELAND,OH,2,1041602,2018
"BIOKIER, INC.",CHAPEL HILL,NC,2,370392,2018
"BIOLIGHT ENGINEERING, LLC",HINSDALE,IL,1,233488,2018
"BIOLOGICAL ANTI-INFECTIVE MEDICINES, LLC",BETHESDA,MD,1,1070000,2018
"BIOLOGICAL MIMETICS, INC.",FREDERICK,MD,3,1247464,2018
BIOLOGICAL SCIENCES CURRICULUM STUDY,COLORADO SPRINGS,CO,1,263837,2018
"BIOMARKER STRATEGIES, LLC",Derwood,MD,1,993966,2018
BIOMEDICAL ACOUSTICS RESEARCH COMPANY,Orlando,FL,1,482606,2018
BIOMEDICAL DEVELOPMENT CORPORATION,Lexington,KY,1,224959,2018
BIOMEDICAL ENGINEERING SOCIETY,LANDOVER,MD,2,42000,2018
"BIOMEDICAL RESEARCH INSTIT/ SOUTHERN, CA",OCEANSIDE,CA,2,890733,2018
BIOMEDICAL RESEARCH INSTITUTE,ROCKVILLE,MD,2,1792966,2018
BIOMEDWARE,ANN ARBOR,MI,1,514320,2018
"BIOMIMETIX JV, LLC",ENGLEWOOD,CO,1,300000,2018
"BIOMOJO, LLC",CARY,NC,1,222985,2018
"BIOORG3.14, LLC",BUFFALO,WY,1,223848,2018
BIOPHYSICAL SOCIETY,ROCKVILLE,MD,1,13600,2018
"BIOQUAL, INC.",ROCKVILLE,MD,8,4386551,2018
BIOREALM,CULVER CITY,CA,2,947555,2018
BIORELIANCE CORPORATION,ROCKVILLE,MD,1,105562,2018
"BIORESP TECHNOLOGIES, INC.",BURLINGAME,CA,1,225000,2018
"BIOSCIENCE DEVELOPMENT, INC.",NEW YORK,NY,1,988413,2018
"BIOSENSICS, LLC",WATERTOWN,MA,10,5870299,2018
"BIOSENSING INSTRUMENT, INC.",TEMPE,AZ,2,822467,2018
"BIOSPEECH, INC.",PORTLAND,OR,1,704571,2018
"BIOSPYDER TECHNOLOGIES, INC.",CARLSBAD,CA,4,1698953,2018
"BIOSTAGE, INC.",HOLLISTON,MA,1,224615,2018
"BIOSTRATEGIES, LC",STATE UNIVERSITY,AR,3,2443904,2018
"BIOSYNESIS, INC.",SAN FRANCISCO,CA,1,295791,2018
"BIOSYNTAGMA, LLC",SCOTTSDALE,AZ,1,196129,2018
"BIOTECHNICAL SERVICES, INC.",NORTH LITTLE ROCK,AR,1,1729380,2018
"BIOTEX, INC.",HOUSTON,TX,1,226166,2018
"BIOTHERAPEUTICS, INC.",BLACKSBURG,VA,1,299576,2018
"BIOTIME, INC.",ALAMEDA,CA,2,1129268,2018
"BIOVENTURES, INC.",MURFREESBORO,TN,2,1281254,2018
"BIOVINC, LLC",SANTA BARBARA,CA,4,2415987,2018
"BIVACOR, INC.",HOUSTON,TX,1,805079,2018
BLACK HILLS CTR/AMERICAN INDIAN HEALTH,RAPID CITY,SD,2,1148682,2018
"BLACKFYNN, INC.",PHILADELPHIA,PA,2,3091606,2018
BLACKROCK MICROSYSTEMS,SALT LAKE CITY,UT,1,70826,2018
"BLACKTHORN THERAPEUTICS, INC.",SAN FRANCISCO,CA,1,129735,2018
BLOOD SYSTEMS RESEARCH INSTITUTE,SAN FRANCISCO,CA,8,2503226,2018
"BLOODCENTER OF WISCONSIN, INC.",MILWAUKEE,WI,25,10720523,2018
"BLR BIO, LLC",KENOSHA,WI,1,285690,2018
"BLUE MARBLE REHAB, INC.",Altadena,CA,2,1475910,2018
"BLUE OAK PHARMACEUTICALS, INC.",Waltham,MA,1,449400,2018
"BLUE RIDGE BIOSCIENCES, LLC",EARLYSVILLE,VA,1,148836,2018
"BLUE SKY DESIGNS, INC.",MINNEAPOLIS,MN,1,519349,2018
"BLUE THERAPEUTICS, INC.",CAMBRIDGE,MA,1,249685,2018
"BLUENOVO BIOSYSTEMS, INC.",San Diego,CA,1,50000,2018
"B-MOGEN BIOTECHNOLOGIES, INC.",Minneapolis,MN,2,443444,2018
"BMSEED, LLC",TEMPE,AZ,1,796856,2018
BOISE STATE UNIVERSITY,BOISE,ID,6,3359784,2018
BOOZ ALLEN HAMILTON,MC LEAN,VA,1,6054854,2018
BOSTON CHILDREN'S HOSPITAL,BOSTON,MA,344,167075825,2018
BOSTON COLLEGE,CHESTNUT HILL,MA,44,18597050,2018
BOSTON MEDICAL CENTER,BOSTON,MA,79,34824666,2018
BOSTON UNIVERSITY (CHARLES RIVER CAMPUS),BOSTON,MA,143,50625100,2018
BOSTON UNIVERSITY MEDICAL CAMPUS,BOSTON,MA,284,140229291,2018
"BOULDER NONLINEAR SYSTEMS, INC.",LAFAYETTE,CO,1,693539,2018
BOWDOIN COLLEGE,BRUNSWICK,ME,3,1224681,2018
BOWLING GREEN STATE UNIVERSITY,BOWLING GREEN,OH,6,1694772,2018
BOYCE THOMPSON INST FOR PLANT RESEARCH,ITHACA,NY,1,352220,2018
"BRAIN SOLUTIONS, LLC",CHARLESTOWN,MA,1,731789,2018
"BRAINXELL, INC.",Madison,WI,1,658043,2018
BRANDEIS UNIVERSITY,WALTHAM,MA,78,26392393,2018
BRENTWOOD BIOMEDICAL RESEARCH INSTITUTE,LOS ANGELES,CA,8,1524804,2018
"BREVITEST TECHNOLOGIES, LLC",HOUSTON,TX,1,219204,2018
"BRIDGE 12 TECHNOLOGIES, INC.",Framingham,MA,2,456951,2018
BRIDGESOURCE MEDICAL CORPORATION,AUSTIN,TX,1,224954,2018
BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,560,388928321,2018
BRIGHAM YOUNG UNIVERSITY,PROVO,UT,8,3612518,2018
BRIGHTOUTCOME INC.,BUFFALO GROVE,IL,3,509432,2018
"BRILLIANT BIOSCIENCES, INC.",PORT SAINT LUCIE,FL,1,224997,2018
"BRITESEED, LLC",CHICAGO,IL,1,780962,2018
"BROAD INSTITUTE, INC.",CAMBRIDGE,MA,89,120715260,2018
BRONX VETERANS MEDICAL RESEARCH FDN,BRONX,NY,1,479456,2018
BROOKHAVEN SCIENCE ASSOC-BROOKHAVEN LAB,UPTON,NY,3,4206500,2018
BROOKLYN COLLEGE,NEW YORK,NY,10,2515583,2018
BROOKSIDE RESEARCH & DEVELOPMENT COMPANY,Edmonds,WA,1,209408,2018
BROWN UNIVERSITY,PROVIDENCE,RI,251,99296571,2018
"BRT-BURLESON RESEARCH TECHNOLOGIES, INC.",RALEIGH,NC,1,2119498,2018
"BRUIN BIOMETRICS, LLC",LOS ANGELES,CA,1,839554,2018
BRYN MAWR COLLEGE,BRYN MAWR,PA,1,362500,2018
"BSOLUTIONS, INC.",SEATTLE,WA,1,605627,2018
BUCK INSTITUTE FOR RESEARCH ON AGING,NOVATO,CA,39,20972880,2018
BUCKNELL UNIVERSITY,LEWISBURG,PA,1,133604,2018
BUENA VISTA UNIVERSITY,STORM LAKE,IA,1,329633,2018
"BUTLER HOSPITAL (PROVIDENCE, RI)",PROVIDENCE,RI,21,7577364,2018
"BUY TIME MEDICAL, INC.",WESTFORD,MA,1,50000,2018
"C. LIGHT TECHNOLOGIES, INC.",BERKELEY,CA,1,225392,2018
"C2N DIAGNOSTICS, LLC",SAINT LOUIS,MO,1,224256,2018
"C3 JIAN, LLC",Marina del Rey,CA,1,417895,2018
"CAIRN BIOSCIENCES, INC.",SAN FRANCISCO,CA,2,2678354,2018
"CAIRNSURGICAL, INC.",LEBANON,NH,2,1191211,2018
"CALADRIUS BIOSCIENCES, INC.",BASKING RIDGE,NJ,1,973475,2018
"CALDER BIOSCIENCES, INC.",BROOKLYN,NY,1,299787,2018
"CALIBRE SYSTEMS, INC.",ALEXANDRIA,VA,1,1296714,2018
CALIFORNIA ACADEMY OF SCIENCES,SAN FRANCISCO,CA,1,313300,2018
"CALIFORNIA FAMILY HEALTH COUNCIL, INC.",LOS ANGELES,CA,1,15646,2018
CALIFORNIA INSTITUTE OF TECHNOLOGY,PASADENA,CA,149,79949372,2018
CALIFORNIA INSTITUTE/BIOMEDICAL RESEARCH,LA JOLLA,CA,2,892010,2018
CALIFORNIA MEDICAL INNOVATIONS INSTITUTE,SAN DIEGO,CA,1,1675013,2018
CALIFORNIA PACIFIC MED CTR RES INSTITUTE,SAN FRANCISCO,CA,12,28580332,2018
CALIFORNIA POLY STATE U SAN LUIS OBISPO,SAN LUIS OBISPO,CA,5,1352257,2018
CALIFORNIA STATE POLY U POMONA,POMONA,CA,4,655131,2018
CALIFORNIA STATE UNIV BAKERSFIELD,BAKERSFIELD,CA,1,356689,2018
CALIFORNIA STATE UNIV SAN BERNARDINO,SAN BERNARDINO,CA,1,412366,2018
"CALIFORNIA STATE UNIV, MONTEREY BAY",SEASIDE,CA,1,205955,2018
CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,CARSON,CA,4,877694,2018
CALIFORNIA STATE UNIVERSITY FRESNO,FRESNO,CA,7,973636,2018
CALIFORNIA STATE UNIVERSITY FULLERTON,FULLERTON,CA,8,1802938,2018
CALIFORNIA STATE UNIVERSITY LONG BEACH,LONG BEACH,CA,19,9001795,2018
CALIFORNIA STATE UNIVERSITY LOS ANGELES,LOS ANGELES,CA,8,3314433,2018
CALIFORNIA STATE UNIVERSITY NORTHRIDGE,NORTHRIDGE,CA,20,8622407,2018
CALIFORNIA STATE UNIVERSITY SACRAMENTO,SACRAMENTO,CA,2,383994,2018
CALIFORNIA STATE UNIVERSITY SAN MARCOS,SAN MARCOS,CA,7,1708481,2018
"CALIMETRIX, LLC",MADISON,WI,2,239419,2018
CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,2,410000,2018
"CAMERAD TECHNOLOGIES, LLC",DECATUR,GA,1,224922,2018
CAMPBELL UNIVERSITY,BUIES CREEK,NC,1,446625,2018
"CAMRAS VISION, INC.",RESEARCH TRIANGLE PARK,NC,1,535202,2018
CANCER PREVENTION INSTIT OF CALIFORNIA,FREMONT,CA,1,4403379,2018
"CANCER TARGETED TECHNOLOGY, LLC",WOODINVILLE,WA,1,300000,2018
"CANGET BIOTEKPHARMA, LLC",BUFFALO,NY,2,434919,2018
CANISIUS COLLEGE,BUFFALO,NY,1,202183,2018
"CAPE BIORESEARCH, INC.",EAST FALMOUTH,MA,2,833990,2018
"CAPELLA IMAGING, LLC",SAINT LOUIS,MO,1,768622,2018
"CAPESYM, INC.",NATICK,MA,1,194578,2018
"CAPILLARY BIOMEDICAL, INC.",IRVINE,CA,1,1750000,2018
"CAPIO BIOSCIENCES, INC.",MADISON,WI,1,209801,2018
"CAPNIA, INC.",REDWOOD CITY,CA,1,1018885,2018
CAPTIS DIAGNOSTICS,STATE COLLEGE,PA,1,300000,2018
CARAHSOFT TECHNOLOGY CORPORATION,RESTON,VA,1,8653424,2018
"CARDIALEN, INC.",SAINT LOUIS,MO,1,641076,2018
"CARE PROGRESS, LLC",BETHESDA,MD,1,1499592,2018
CARE.COACH CORPORATION,MILLBRAE,CA,1,202032,2018
"CAREVIVE SYSTEMS, INC.",NORTH MIAMI,FL,1,225000,2018
"CARING TECHNOLOGIES, INC.",BOISE,ID,2,590125,2018
CARL T. HAYDEN MEDICAL RESEARCH FDN,PHOENIX,AZ,1,579689,2018
CARLE FOUNDATION,URBANA,IL,1,965307,2018
"CARNEGIE INSTITUTION OF WASHINGTON, D.C.",WASHINGTON,DC,15,6390654,2018
CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,70,25514808,2018
CAROGEN CORPORATION,HAMDEN,CT,1,224710,2018
CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,5,3095551,2018
"CARTESIAN THERAPEUTICS, INC.",SILVER SPRING,MD,1,299042,2018
CARTHAGE COLLEGE,KENOSHA,WI,1,248999,2018
"CASCADE BIOTECHNOLOGY, INC.",MONMOUTH JUNCTION,NJ,1,240748,2018
"CASCADE THERAPEUTICS, INC.",POTOMAC,MD,1,225000,2018
CASE WESTERN RESERVE UNIVERSITY,CLEVELAND,OH,397,198977007,2018
"CASTERBRIDGE PHARMACEUTICALS, INC.",WINCHESTER,MA,1,223895,2018
CATHOLIC UNIVERSITY OF AMERICA,WASHINGTON,DC,4,2089682,2018
"CAVATAR, LLC",LA JOLLA,CA,2,350001,2018
"CBT PHARMACEUTICALS, INC.",SANTA CLARA,CA,1,160000,2018
"CBT4CBT, LLC",NEW HAVEN,CT,1,693799,2018
"CCS ASSOCIATES, INC.",SAN JOSE,CA,5,5003555,2018
"CDM GROUP, INC.",BETHESDA,MD,2,1374126,2018
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,CA,143,63195585,2018
"CELDARA MEDICAL, LLC",LEBANON,NH,9,4693318,2018
"CELL DATA SCIENCES, INC.",OAKLAND,CA,1,730394,2018
"CELL MICROSYSTEMS, INC.",DURHAM,NC,4,2588703,2018
CELL PODIUM,NEWARK,NJ,2,202409,2018
"CELL PRESERVATION SERVICES, INC.",OWEGO,NY,5,2304169,2018
"CELL REPROGRAMMING AND THERAPEUTICS, LLC",GREENFIELD,WI,2,600000,2018
CELL/MOLECULAR TISSUE ENGINEERING LLC,AVON,CT,1,270000,2018
"CELLARCUS TECHNOLOGIES, LLC",LA JOLLA,CA,1,50000,2018
"CELLDOM, INC.",DURHAM,NC,1,751561,2018
"CELLECTA, INC.",MOUNTAIN VIEW,CA,1,844431,2018
"CELLERANT THERAPEUTICS, INC.",SAN CARLOS,CA,1,573592,2018
"CELLF-BIO, LLC",WINSTON-SALEM,NC,1,1284815,2018
CELL-SAFE LIFE SCIENCES LLC,SKOKIE,IL,1,678145,2018
"CELLSIGHT TECHNOLOGIES, INC.",SAN FRANCISCO,CA,2,1320476,2018
CEL-SCI CORPORATION,VIENNA,VA,1,691469,2018
"CELSENSE, INC.",PITTSBURGH,PA,1,340802,2018
"CENNA BIOSCIENCES, INC.",LA JOLLA,CA,2,1747848,2018
CENTER FOR CONSTRUCTION RES AND TRAINING,SILVER SPRING,MD,3,4677563,2018
CENTER FOR EXPERMENTAL SOFTWARE ENGR MD,College Park,MD,1,405532,2018
CENTER FOR INNOVATIVE PUBLIC HEALTH RESEARCH,SAN CLEMENTE,CA,3,1511711,2018
CENTER FOR OPEN SCIENCE,CHARLOTTESVILLE,VA,1,197445,2018
CENTER FOR PSYCHOLOGICAL CONSULTATION,MADISON,WI,2,741396,2018
"CENTER FOR SOCIAL INNOVATION, LLC",NEEDHAM,MA,5,2418935,2018
"CENTERLINE BIOMEDICAL, INC.",CLEVELAND,OH,2,448772,2018
CENTRAL MICHIGAN UNIVERSITY,MOUNT PLEASANT,MI,7,2129310,2018
CENTRAL NEW YORK RESEARCH CORPORATION,SYRACUSE,NY,1,167625,2018
"CERAMEDIX HOLDING, LLC",NEW YORK,NY,1,993013,2018
"CERRX, INC.",LUBBOCK,TX,1,473425,2018
"CERSCI THERAPEUTICS, INC.",DALLAS,TX,2,1292158,2018
CFD RESEARCH CORPORATION,HUNTSVILLE,AL,1,224963,2018
"CG SCIENTIFIC, INC.",WORCESTER,MA,1,749990,2018
CHAMINADE UNIVERSITY OF HONOLULU,HONOLULU,HI,2,529610,2018
"CHAPERONE THERAPEUTICS, INC.",Chapel Hill,NC,2,1674509,2018
CHAPMAN UNIVERSITY,ORANGE,CA,7,4257605,2018
CHARLES R. DREW UNIVERSITY OF MED & SCI,LOS ANGELES,CA,14,8796992,2018
"CHARLES RIVER ANALYTICS, INC.",CAMBRIDGE,MA,4,2949675,2018
"CHARLES RIVER LABORATORIES INTNTL, INC.",WILMINGTON,MA,1,3002475,2018
"CHECKUP AND CHOICES, LLC",ALBUQUERQUE,NM,1,148980,2018
"CHEMEDIMMUNE, INC.",MARTINEZ,GA,1,202500,2018
"CHEMICA TECHNOLOGIES, INC.",PORTLAND,OR,1,511766,2018
"CHEMILY, LLC",ATLANTA,GA,1,149849,2018
CHEROKEE NATION,TAHLEQUAH,OK,4,1358308,2018
"CHESTNUT HEALTH SYSTEMS, INC.",BLOOMINGTON,IL,4,2459300,2018
CHI INSTITUTE FOR RESEARCH & INNOVATION,ENGLEWOOD,CO,1,1051535,2018
CHICAGO ASSN FOR RESEARCH & EDUC IN SCI,HINES,IL,1,395205,2018
CHICAGO STATE UNIVERSITY,CHICAGO,IL,1,97680,2018
"CHILD MIND INSTITUTE, INC.",NEW YORK,NY,3,1722478,2018
"CHILD TRENDS, INC.",BETHESDA,MD,1,81500,2018
CHILDREN'S CANCER THERAPY DEVELOP/INST,BEAVERTON,OR,1,338550,2018
"CHILDREN'S HEALTHCARE OF ATLANTA, INC.",ATLANTA,GA,1,259390,2018
CHILDREN'S HOSP OF PHILADELPHIA,PHILADELPHIA,PA,236,145610804,2018
CHILDREN'S HOSPITAL & RES CTR AT OAKLAND,OAKLAND,CA,15,8791336,2018
CHILDREN'S HOSPITAL MED CTR OF AKRON,AKRON,OH,2,390542,2018
CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,CA,41,22295828,2018
"CHILDREN'S MERCY HOSP (KANSAS CITY, MO)",KANSAS CITY,MO,16,5797233,2018
CHILDREN'S RESEARCH INSTITUTE,WASHINGTON,DC,74,32389406,2018
CHILDREN'S TUMOR FOUNDATION,NEW YORK,NY,1,10000,2018
"CHIMEROCYTE, INC.",SEATTLE,WA,1,173566,2018
"CHRISTIANA CARE HEALTH SERVICES, INC.",NEWARK,DE,1,1307691,2018
CHROMATAN CORPORATION,DEDHAM,MA,2,796068,2018
"CHROMOLOGIC, LLC",MONROVIA,CA,2,3431070,2018
"CHRONO THERAPEUTICS, INC.",HAYWARD,CA,1,1000000,2018
"CHRONUS PHARMACEUTICALS, INC.",SETAUKET,NY,2,448405,2018
"CHRYSALIS BIOTHERAPEUTICS, INC.",GALVESTON,TX,2,2984084,2018
"CIBOTS, INC.",SAN DIEGO,CA,2,189068,2018
CINCINNATI CHILDRENS HOSP MED CTR,CINCINNATI,OH,290,120876156,2018
"CINDER BIOLOGICAL, INC.",BERKELEY,CA,1,150000,2018
"CIRCA BIOSCIENCE, LLC",GREENWOOD,SC,2,429692,2018
"CIRCLE SOLUTIONS, INC.",MC LEAN,VA,1,538694,2018
"CIRCULOMICS, INC.",Baltimore,MD,2,1482472,2018
CITY COLLEGE OF NEW YORK,NEW YORK,NY,20,6701059,2018
"CIVATECH ONCOLOGY, INC.",DURHAM,NC,2,1735785,2018
CLAFLIN UNIVERSITY,ORANGEBURG,SC,1,224068,2018
"CLARA DIAGNOSTICS, INC.",LAWRENCE,KS,1,255980,2018
"CLAREMONT BIOSOLUTIONS, LLC",UPLAND,CA,1,197365,2018
"CLARET BIOSCIENCE, LLC",BIRMINGHAM,MI,1,298559,2018
CLARIX IMAGING CORPORATION,CHICAGO,IL,1,920127,2018
CLARK ATLANTA UNIVERSITY,ATLANTA,GA,3,3594867,2018
"CLARK UNIVERSITY (WORCESTER, MA)",WORCESTER,MA,2,601200,2018
CLARKSON UNIVERSITY,POTSDAM,NY,1,235817,2018
"CLEAR GUIDE MEDICAL, INC.",BALTIMORE,MD,2,458933,2018
"CLEARNANO, INC.",PLANO,TX,1,30000,2018
"CLEARSIGHT, LLC",AURORA,CO,1,499999,2018
CLEMSON UNIVERSITY,CLEMSON,SC,24,12243550,2018
CLEVELAND CLINIC FOUNDATION,CLEVELAND,OH,1,1936240,2018
CLEVELAND CLINIC LERNER COM-CWRU,CLEVELAND,OH,199,96428768,2018
CLEVELAND STATE UNIVERSITY,CLEVELAND,OH,7,2522961,2018
"CLICK DIAGNOSTICS, INC.",San Jose,CA,2,871774,2018
"CLICK THERAPEUTICS, INC.",NEW YORK,NY,1,224951,2018
"CLINICAL RESEARCH MANAGEMENT, INC.",HINCKLEY,OH,4,3339995,2018
"CLINICAL SENSORS, INC.",DURHAM,NC,2,918948,2018
"CLINICAL TOOLS, INC.",CHAPEL HILL,NC,1,359096,2018
"CLOUDBREAK THERAPEUTICS, LLC",IRVINE,CA,2,711465,2018
"CNINE BIOSOLUTIONS, INC.",BIRMINGHAM,AL,1,76891,2018
"COACTIGON, INC.",HOUSTON,TX,1,223781,2018
COALA BIOSCIENCES,ELGIN,TX,1,149999,2018
"COAPT, LLC",CHICAGO,IL,1,530680,2018
"COARE HOLDINGS, INC.",OKLAHOMA CITY,OK,2,597626,2018
COASTAL MARINE BIOLABS,VENTURA,CA,1,205021,2018
"CODAGENIX, INC.",STONY BROOK,NY,1,744622,2018
"CODEX BIOSOLUTIONS, INC.",GAITHERSBURG,MD,1,599424,2018
"COG ANALYTICS, LLC",POTOMAC,MD,1,224579,2018
"COGENTIS THERAPEUTICS, INC.",BALTIMORE,MD,1,497121,2018
"COGNITION THERAPEUTICS, INC.",PITTSBURGH,PA,6,8204598,2018
"COGNITIVE MEDICAL SYSTEMS, INC.",SAN DIEGO,CA,1,225000,2018
COLBY COLLEGE,WATERVILLE,ME,1,7500,2018
COLD SPRING HARBOR LABORATORY,COLD SPRING HARBOR,NY,79,49042345,2018
"COLDSTEEL LASER, INC.",New York,NY,1,150000,2018
"COLLABORATIONS PHARMACEUTICALS, INC.",FUQUAY VARINA,NC,5,1703098,2018
"COLLABORATIVE DRUG DISCOVERY, INC.",BURLINGAME,CA,5,2133456,2018
"COLLAGEN MEDICAL, LLC",BELMONT,MA,2,505018,2018
COLLEGE AT GENESEO,GENESEO,NY,2,387566,2018
COLLEGE AT OSWEGO,OSWEGO,NY,1,325760,2018
COLLEGE AT PURCHASE,PURCHASE,NY,2,481043,2018
COLLEGE OF ENVIRONMENTAL SCI & FORESTRY,SYRACUSE,NY,1,391930,2018
COLLEGE OF STATEN ISLAND,NEW YORK,NY,2,850354,2018
COLLEGE OF WILLIAM AND MARY,WILLIAMSBURG,VA,3,1136409,2018
COLLEGE ON PROBLEMS OF DRUG DEPENDENCE,PHILADELPHIA,PA,1,95000,2018
COLLINGE AND ASSOCIATES,EUGENE,OR,1,836865,2018
COLORADO ALPHAHERPESVIRUS LATENCY SOCIET,AURORA,CO,1,45000,2018
"COLORADO CANCER RESEARCH PROGRAM, INC.",DENVER,CO,1,842762,2018
"COLORADO RESEARCH PARTNERS, LLC",CENTENNIAL,CO,1,769627,2018
COLORADO SCHOOL OF MINES,GOLDEN,CO,5,2060116,2018
COLORADO STATE UNIVERSITY,FORT COLLINS,CO,117,32026549,2018
COLUMBIA UNIV NEW YORK MORNINGSIDE,NEW YORK,NY,96,37604626,2018
COLUMBIA UNIVERSITY HEALTH SCIENCES,NEW YORK,NY,904,464799343,2018
COLUMBIA UNIVERSITY TEACHERS COLLEGE,NEW YORK,NY,2,961444,2018
COLUMBUS COMMUNITY CLINICAL ONCOLOGY PRG,COLUMBUS,OH,1,664603,2018
"COLUMBUS NANOWORKS, INC.",COLUMBUS,OH,1,225000,2018
"COMBINATI, INC.",PALO ALTO,CA,3,1050000,2018
"COMMUNITY SCIENCE, INC.",GAITHERSBURG,MD,1,423761,2018
"COMPACT MEMBRANE SYSTEMS, INC.",NEWPORT,DE,1,664015,2018
COMPREHENSIVE CANCER CENTER/ UNIV/PR,SAN JUAN,PR,5,1386864,2018
COMPUTERCRAFT CORPORATION,MC LEAN,VA,1,200000,2018
CONCORDIA UNIVERSITY WISCONSIN,MEQUON,WI,1,479363,2018
"CONFOMETRX, INC.",PALO ALTO,CA,1,381468,2018
"CONIFER POINT PHARMACEUTICALS, LLC",DOYLESTOWN,PA,2,839901,2018
CONNECTICUT STATE DEPT OF PUBLIC HEALTH,HARTFORD,CT,2,2784591,2018
"CONSENSUS NETWORKS, LLC",MISHAWAKA,IN,1,224385,2018
"CONTECH MEDICAL, INC.",PROVIDENCE,RI,1,222943,2018
"COPLEX THERAPEUTICS, LLC",LEXINGTON,KY,1,551313,2018
COR HABERE CORPORATION,LOUISVILLE,KY,1,311131,2018
"CORIDEA, LLC",NEW YORK,NY,3,1975188,2018
CORIELL INSTITUTE FOR MEDICAL RESEARCH,CAMDEN,NJ,3,4979157,2018
CORNELL COLLEGE,MOUNT VERNON,IA,1,394562,2018
CORNELL UNIVERSITY,ITHACA,NY,209,80349034,2018
"CORTECHS LABS, INC.",San Diego,CA,1,150000,2018
"CORTICOMETRICS, LLC",CHELSEA,MA,1,750000,2018
COUNTERVAIL CORPORATION,CHARLOTTE,NC,1,225225,2018
"COURIER THERAPEUTICS, INC.",Houston,TX,1,288105,2018
"COVENANT THERAPEUTICS, LLC",CHARLOTTESVILLE,VA,1,224669,2018
"CREARE, LLC",HANOVER,NH,4,2559458,2018
"CREATIVE ACTION, LLC",Akron,OH,1,50000,2018
"CREATIVE SCIENTIST, INC.",DURHAM,NC,2,274700,2018
"CREATV MICROTECH, INC.",POTOMAC,MD,1,67150,2018
CREIGHTON UNIVERSITY,OMAHA,NE,16,6744038,2018
"CRESTONE, INC.",BOULDER,CO,1,2575997,2018
"CRINETICS PHARMACEUTICALS, INC.",SAN DIEGO,CA,2,2353049,2018
"CROSSLIFE TECHNOLOGIES, INC.",CARLSBAD,CA,2,1216187,2018
"CROSSROADS CONSULTING, LLC",JOHNSTOWN,PA,1,627663,2018
"CRYOCRATE, LLC",COLUMBIA,MO,1,291523,2018
"CSR, INC.",ARLINGTON,VA,2,1496810,2018
"CTIS, INC.",ROCKVILLE,MD,1,13129858,2018
"CUMBERLAND PHARMACEUTICALS, INC.",NASHVILLE,TN,1,924071,2018
CUNY GRADUATE SCH AND UNIV CTR,NEW YORK,NY,1,666862,2018
"CURADEL, LLC",MARLBOROUGH,MA,2,1732975,2018
"CUREPSP, INC.",LUTHERVILLE TIMONIUM,MD,1,10000,2018
"CURONBIOTECH, INC.",SHAKER HEIGHTS,OH,1,223080,2018
"CUROVERSE INNOVATIONS, INC.",SOMERVILLE,MA,1,1069680,2018
"CURZA GLOBAL, LLC",PROVO,UT,1,766731,2018
CUYAHOGA COMMUNITY COLLEGE,CLEVELAND,OH,1,208989,2018
"CYCLOPURE, INC.",ENCINITAS,CA,1,149308,2018
CYTEGEN CORPORATION,WAUWATOSA,WI,1,241568,2018
CYTEX THERAPEUTICS INC.,DURHAM,NC,5,2324842,2018
"CYTOASTRA, LLC",LITTLE ROCK,AR,1,300000,2018
"CYTOBANK, INC.",SANTA CLARA,CA,1,613841,2018
"CYTOCYBERNETICS, INC.",NORTH TONAWANDA,NY,2,998922,2018
"CYTOSITE BIOPHARMA, INC.",SUDBURY,MA,1,264066,2018
"CYTOSORBENTS, INC.",MONMOUTH JUNCTION,NJ,1,995984,2018
DANA-FARBER CANCER INST,BOSTON,MA,228,172449395,2018
"DARE BIOSCIENCE, INC.",LA JOLLA,CA,1,224655,2018
DARTMOUTH COLLEGE,HANOVER,NH,195,89378557,2018
